Company Name,Address,Status
 Drss Multitrade (Opc) Private Limited ,"Raipur, Chattisgarh, India",ACTIVE
 Ullash Cattle Private Limited ,"Bardhaman, West Bengal, India",ACTIVE
 Thurooagrasar Fed Farmer Producer Company Limited ,"Udhampur, Jammu & Kashmir, India",ACTIVE
 Amman-Try Retail Blakmet Private Limited ,"Tiruchirappalli, Tamil Nadu, India",ACTIVE
 Mund Infra Private Limited ,"Kalahandi, Odisha, India",ACTIVE
 Alter Algorithm Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 O2 Renewable Energy Xxiv Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Bhaktisaurabh Association ,"Vadodara, Gujarat, India",ACTIVE
 Paroda And Rajoria Go Green Energy Private Limited ,"Ajmer, Rajasthan, India",ACTIVE
 Garudadri Technologies Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Dna Solution India Private Limited ,"Jabalpur, Madhya Pradesh, India",ACTIVE
 Ganga Landbase Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Captain Biotech Private Limited ,"Jhajjar, Haryana, India",ACTIVE
 Bioflow Engineering Private Limited ,"East Singhbhum, Jharkhand, India",ACTIVE
 Auto Journal India Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Adhika Home Health Care Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Iga Engineering Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Flash N Dot Private Limited ,"Aurangabad, Maharashtra, India",ACTIVE
 Czarsol (Opc) Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Maa Gaholi Wines Private Limited ,"Chhatarpur, Madhya Pradesh, India",ACTIVE
 Asha Savitri Foundation ,"Patna, Bihar, India",ACTIVE
 Hoben Business Solution Private Limited ,"Nagpur, Maharashtra, India",ACTIVE
 Mekyek Global Services Private Limited ,"North 24 Parganas, West Bengal, India",ACTIVE
 Lifekraft Training Academy Private Limited ,"Khorda, Odisha, India",ACTIVE
 Yuki Realty Developers Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Asm Mechguru Vision Private Limited ,"Bhopal, Madhya Pradesh, India",ACTIVE
 Leaf Green Agri Marketing India Private Limited ,"Bijnor, Uttar Pradesh, India",ACTIVE
 Vendubique (Opc) Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Webpro Developers Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Svilto Innovation Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Ostan Travel Tech Private Limited ,"Tonk, Rajasthan, India",ACTIVE
 Vcas Synergy Solutions Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Smashers Sports Arena Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Hoil Industries Private Limited ,"Ratlam, Madhya Pradesh, India",ACTIVE
 Soel Informatics Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Chatowl Health Private Limited ,"Khorda, Odisha, India",ACTIVE
 Dishu Enterprise Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Readyrise Fresh Foods Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Symboisis Sugar Pharma Grade Manufacturers Private Limited ,"Sangli, Maharashtra, India",ACTIVE
 Meeth Agro Farmers Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Bhakti Shakti Foundation ,"Pune, Maharashtra, India",ACTIVE
 Rapid Rich Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Neuronet Innovations Private Limited ,"Palakkad, Kerala, India",ACTIVE
 Gokulpur Metallurgical Coke Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Gs Global Surveys & Certification Private Limited ,"Thanjavur, Tamil Nadu, India",ACTIVE
 Brandnex Technologies Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Sadunke Nidhi Limited ,"Surat, Gujarat, India",ACTIVE
 Eco Oleochem Private Limited ,"North 24 Parganas, West Bengal, India",ACTIVE
 Agam Consultants Private Limited ,"Jalandhar, Punjab, India",ACTIVE
 H H C Fintax Private Limited ,"Mahesana, Gujarat, India",ACTIVE
 Mallcom Fashion Knitters Private Limited ,"North 24 Parganas, West Bengal, India",ACTIVE
 Morivi Educations Private Limited ,"Chandigarh, Chandigarh, India",ACTIVE
 Optiplays Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Mindful Katalyst Private Limited ,"Krishna, Andhra Pradesh, India",ACTIVE
 Niramay Suresh Foundation ,"Unnao, Uttar Pradesh, India",ACTIVE
 Teatitanic Bewafa Chai Wala Private Limited ,"Kota, Rajasthan, India",ACTIVE
 Rich Medical Private Limited ,"Visakhapatnam, Andhra Pradesh, India",ACTIVE
 Aarnaa Rays Private Limited ,"Panchkula, Haryana, India",ACTIVE
 Praxis Software Private Limited ,"Sonipat, Haryana, India",ACTIVE
 Finshila Tech Services Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Void X Renewables Private Limited ,"Nalgonda, Telangana, India",ACTIVE
 Tiara Mps Private Limited ,"Kozhikode, Kerala, India",ACTIVE
 Upscale Info Tech Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Delulu Digital (Opc) Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Solavaxsolar Energy Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Zenfi Technologies Private Limited ,"Nashik, Maharashtra, India",ACTIVE
 Drillmaze Realtors Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Vaikuntham Foundation ,"Ahmedabad, Gujarat, India",ACTIVE
 Sylas Home Made Products Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Mahashambho Agro Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Genzbite Haven Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Asuman Real Estate Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Chemitatva Ventures Private Limited ,"Aurangabad, Maharashtra, India",ACTIVE
 Gully & Glory Private Limited ,"Kozhikode, Kerala, India",ACTIVE
 Aditya Suraksha Guard Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Gla Global Infotech Private Limited ,"Panchkula, Haryana, India",ACTIVE
 Vee Two Solar Power Energy Private Limited ,"Namakkal, Tamil Nadu, India",ACTIVE
 Qumax Concrete Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Tetragon Hospitality And Realty Private Limited ,"Satara, Maharashtra, India",ACTIVE
 Realm Consultancy And Research Foundation ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Neuro Cognitics Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Ppaccs Foundation ,"Panch Mahals, Gujarat, India",ACTIVE
 Tela Solutions Private Limited ,"K.V.Rangareddy, Telangana, India",ACTIVE
 Shriyansi Foundation ,"Nagaur, Rajasthan, India",ACTIVE
 Ochaee Woman Empowerment Foundation ,"Madurai, Tamil Nadu, India",ACTIVE
 Iimt Start-Up Launch Pad Foundation ,"Meerut, Uttar Pradesh, India",ACTIVE
 Monic Design Tech Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Squit Multi Services Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Albatross Express Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Free Care Tour And Travel Private Limited ,"Srinagar, Jammu & Kashmir, India",ACTIVE
 Pandava Reclamation Private Limited ,"Bilaspur , Himachal Pradesh, India",ACTIVE
 Cunimus India Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Equippp Desi Investments Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Vascan Solutions Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Kurin Tech Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Smart Snn India E-Commerce Private Limited ,"Jamui, Bihar, India",ACTIVE
 Veshro Technology Solution Private Limited ,"Rajnandgaon, Chattisgarh, India",ACTIVE
 Bronko Industries Private Limited ,"Alwar, Rajasthan, India",ACTIVE
 Aparajita Energy Private Limited ,"Gandhi Nagar, Gujarat, India",ACTIVE
 Great Marine Logistics Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Groove Pulse Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Vizocon India Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Agro Green Plants Nutrition Private Limited ,"Howrah, West Bengal, India",ACTIVE
 India Gully Enterprises Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Khedapati Industries Private Limited ,"Ratlam, Madhya Pradesh, India",ACTIVE
 Uniquewrightway Private Limited ,"Krishnagiri, Tamil Nadu, India",ACTIVE
 Revayu Green Energy Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Gopinathdeb Farmers Producer Company Limited ,"Khorda, Odisha, India",ACTIVE
 Mountains Productions Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Advantrix Sales Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Illsar Private Limited ,"Salem, Tamil Nadu, India",ACTIVE
 Bluewicks Properties Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Ititkh Services (Opc) Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Aspire Solutech (Opc) Private Limited ,"Vadodara, Gujarat, India",ACTIVE
 Vindhyeshwari Minerals Private Limited ,"Ajmer, Rajasthan, India",ACTIVE
 Kejriwal Intermediates Private Limited ,"Surat, Gujarat, India",ACTIVE
 Singhtek Payments Services Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Capisces Trading & Advisors Private Limited ,"Indore, Madhya Pradesh, India",ACTIVE
 Propvalues Infratech Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 M Y Constructions And Engineers Private Limited ,"Baramulla, Jammu & Kashmir, India",ACTIVE
 Bharatexhort Private Limited ,"Begusarai, Bihar, India",ACTIVE
 Thought Diffusion New Sciences Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Prospus Education Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Hw Solutions & Financial Consultancy Private Limited ,"Raipur, Chattisgarh, India",ACTIVE
 Cupnlap Business Solutions Private Limited ,"Wayanad, Kerala, India",ACTIVE
 Tulshiagropulse Agritech Farmer Producer Company Limited ,"Aurangabad, Maharashtra, India",ACTIVE
 Call Guardtech Solution Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Skd Bike World Private Limited ,"Central Delhi, Delhi, India",ACTIVE
 Singheswar Care India Foundation ,"South West Delhi, Delhi, India",ACTIVE
 Pushpendra Technology Private Limited ,"Varanasi, Uttar Pradesh, India",ACTIVE
 Saam Novelties Private Limited ,"Sivaganga, Tamil Nadu, India",ACTIVE
 Zuooa Bharat Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Ramus Associates Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Rutusaaj Healthcare Private Limited ,"Jalgaon, Maharashtra, India",ACTIVE
 Sri Srinivasa Therapeutic Services Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Golden Immigration And Visa Services Private Limited ,"Patiala, Punjab, India",ACTIVE
 Saidnya Foods And Beverages Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Shreedhan Govind Private Limited ,"Madhubani, Bihar, India",ACTIVE
 Sia Airways Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Bluecloud Exports Private Limited ,"Budgam, Jammu & Kashmir, India",ACTIVE
 Lokkalyan Swaraj Foundation ,"Pune, Maharashtra, India",ACTIVE
 Technibyte Quibiz Private Limited ,"Bhagalpur, Bihar, India",ACTIVE
 Arryasys Infotech Private Limited ,"Junagadh, Gujarat, India",ACTIVE
 Avrm Power Solutions Private Limited ,"East Godavari, Andhra Pradesh, India",ACTIVE
 Seht Innovations Private Limited ,"Kangra, Himachal Pradesh, India",ACTIVE
 Rayden Fashions Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Lilpe Pet World Private Limited ,"Kannur, Kerala, India",ACTIVE
 Chikitsaratna Private Limited ,"Faridabad, Haryana, India",ACTIVE
 Leo Smartt Laboratories Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Namaskar Liquors Private Limited ,"Chandrapur, Maharashtra, India",ACTIVE
 Cure1 Medisciences Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Vidarbha Vahan Scrapping Private Limited ,"Nagpur, Maharashtra, India",ACTIVE
 Shyena Ekdristi Consultancy Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Shristi Hydraulics Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Deep Aviation Private Limited ,"Mohali, Punjab, India",ACTIVE
 Ejada Systems India Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Immuno Vitalis Global Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Wellwis Financial Services Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Back And Forth Solutions Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Sunrad Renewable Energy & Electrical Solutions Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Merrals Overseas Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Shri Saivitta Consulting Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Arthesg Foundation ,"Pune, Maharashtra, India",ACTIVE
 Mhmhub (Opc) Private Limited ,"Srinagar, Jammu & Kashmir, India",ACTIVE
 Blackensys Private Limited ,"Khorda, Odisha, India",ACTIVE
 Hollywood Parathas & Chai Lounge Private Limited ,"Srinagar, Jammu & Kashmir, India",ACTIVE
 Janni Social Welfare Foundation ,"Faridabad, Haryana, India",ACTIVE
 Think Sky Consulting Private Limited ,"Hooghly, West Bengal, India",ACTIVE
 Yalavarti Holdings Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Berry Avionics (India) Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Tnatpo Education Industry Innovation Entrepreneur Skill & Council ,"Chennai, Tamil Nadu, India",ACTIVE
 Kolikara Motocorp Private Limited ,"Kasargod, Kerala, India",ACTIVE
 Dns Attributes Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Babamahaveer Business Private Limited ,"Siwan, Bihar, India",ACTIVE
 Alabhya Enterprises Private Limited ,"Rohtak, Haryana, India",ACTIVE
 Jm Power And Services Private Limited ,"Cuddalore, Tamil Nadu, India",ACTIVE
 Algo Explained Private Limited ,"Chandigarh, Chandigarh, India",ACTIVE
 Mercermind Solutions Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Pm Mega Integrated Textile Regions And Apparel Park Tamil Nadu Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Neeraj Medical Health Care Service Private Limited ,"Meerut, Uttar Pradesh, India",ACTIVE
 Rancher Agri Equipments Private Limited ,"Rajkot, Gujarat, India",ACTIVE
 Himitsu Foods Private Limited ,"Surat, Gujarat, India",ACTIVE
 Healthyflix India Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Mindheight Technologies Private Limited ,"Nagpur, Maharashtra, India",ACTIVE
 Mahaad Horticulture Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Iprimesoft International Private Limited ,"Krishna, Andhra Pradesh, India",ACTIVE
 Osmosis Exchange Technology Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Vidyavyansh Management Services (Opc) Private Limited ,"East Champaran, Bihar, India",ACTIVE
 Devineflight Consultancy Private Limited ,"Khorda, Odisha, India",ACTIVE
 Aproad Edu Consultants Private Limited ,"Thiruvananthapuram, Kerala, India",ACTIVE
 Green Water Hospitality Private Limited ,"Central Delhi, Delhi, India",ACTIVE
 Heerai-Farmfresh Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Vanityads Creatives And Advertisements (Opc) Private Limited ,"Patna, Bihar, India",ACTIVE
 Shree Bada Thakura Enterprises Private Limited ,"Puri, Odisha, India",ACTIVE
 Grain Milling Groups Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Jms Media And Entertainment Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Sagasanj Reality (Opc) Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Reva Technocons Private Limited ,"Bhopal, Madhya Pradesh, India",ACTIVE
 S Gupta Family Investments Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Girijesh Seva Foundation ,"Gorakhpur, Uttar Pradesh, India",ACTIVE
 Spizzico Entraiement Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Orient 3D Studio Private Limited ,"Ajmer, Rajasthan, India",ACTIVE
 Shilavis Worlds Researches Estates Uniteds Federation ,"Patna, Bihar, India",ACTIVE
 Leak Mech Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Teq Green Power Xxiii Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Junglim India Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Transcent Lifesciences Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Mags Snacks Global Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Vrajnidhi Security Services Private Limited ,"Dhanbad, Jharkhand, India",ACTIVE
 Ve Square Solar Power Energy Private Limited ,"Namakkal, Tamil Nadu, India",ACTIVE
 Dhanwel Hybrid Seeds Limited ,"Rajkot, Gujarat, India",ACTIVE
 Alphasignal Labs Private Limited ,"Surat, Gujarat, India",ACTIVE
 Bhomas Technologies (Opc) Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Rrc Tech Solutions Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Ease Paien Pharma Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Ab Scientific (Opc) Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 S.A.K.T Enterprises Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Ac Cinegraphic Renders Private Limited ,"K.V.Rangareddy, Telangana, India",ACTIVE
 Test S.P.M. Private Limited ,"Vadodara, Gujarat, India",ACTIVE
 Sri Bgn Jewellery Manufacturers Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Kojagari Rice Mill Private Limited ,"Bardhaman, West Bengal, India",ACTIVE
 Shankara Fish Farmers Producer Company Limited ,"Saharanpur, Uttar Pradesh, India",ACTIVE
 Aarya Durga Security Solutions Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Mount Everest Breweries (Awadh) Limited ,"Indore, Madhya Pradesh, India",ACTIVE
 Eht Webaid Private Limited ,"South 24 Parganas, West Bengal, India",ACTIVE
 Ayaan Travels Services Private Limited ,"Seoni, Madhya Pradesh, India",ACTIVE
 Greenenergitix Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Anugrah Hospicare Private Limited ,"Bhavnagar, Gujarat, India",ACTIVE
 Iravi Infra Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Emperor Spices Private Limited ,"Theni, Tamil Nadu, India",ACTIVE
 Properspring Projects Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Zhirepimpal Parisar Farmers Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Quantum Thread Private Limited ,"Solapur, Maharashtra, India",ACTIVE
 Innovative Skin Cosmetics Private Limited ,"Gautam Buddha Nagar, Uttar Pradesh, India",ACTIVE
 Sk Payal Records Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Jpyk Trading Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Medfincare Revmax Services Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Kopri Labs Private Limited ,"Ahmed Nagar, Maharashtra, India",ACTIVE
 Kavsti E Commerce Hub Private Limited ,"Rajkot, Gujarat, India",ACTIVE
 Kpdas India Private Limited ,"Khorda, Odisha, India",ACTIVE
 Pushpkalp Infra Private Limited ,"Karnal, Haryana, India",ACTIVE
 Smart Fire And Safety Private Limited ,"Bhopal, Madhya Pradesh, India",ACTIVE
 Etahlians Digitech Private Limited ,"Etah, Uttar Pradesh, India",ACTIVE
 Arthavyapakaya Services India Private Limited ,"Ajmer, Rajasthan, India",ACTIVE
 Mainscape Infrastructure Solution And Facilities Management Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 People's Nest Foundation ,"Chennai, Tamil Nadu, India",ACTIVE
 Green Scrap Trading Private Limited ,"Vellore, Tamil Nadu, India",ACTIVE
 Robosynergy Automation Services Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Krushnamauli Agro Farmers Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Sei Quotient Ias Academy Private Limited ,"Mahabub Nagar, Telangana, India",ACTIVE
 Vaishnavi Soni Infratech Private Limited ,"Patna, Bihar, India",ACTIVE
 Sumiram Sai Realtors Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Sobhari Hybrid Seed Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Pee Yes Enterprises Private Limited ,"Pratapgarh, Uttar Pradesh, India",ACTIVE
 Suchampa Innovation And Foundation ,"Varanasi, Uttar Pradesh, India",ACTIVE
 Medici Infralink Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Sacred Standard Textiles Private Limited ,"Hyderabad, Telangana, India",ACTIVE
